,subject,word,s2_value,in.cs,order,num_eval,highest_value_so_far,did_continue_eval,is_in_order,rank
0, COPIEDA2CADBAAV9NDO4,SEPTEMBER,16,True,1.0,2,16,True,False,6
298, COPIEDA2CADBAAV9NDO4,OCTOBER,20,True,2.0,2,20,False,False,3
890,A0467121226LDESR9HWNF,NOVEMBER,22,True,2.0,2,22,False,False,2
581,A0467121226LDESR9HWNF,MARCH,18,True,1.0,2,18,True,False,5
582,A0505289TSH2NC1YOHYK,MARCH,18,True,4.0,4,18,False,False,5
1512,A0505289TSH2NC1YOHYK,FEBRUARY,2,True,2.0,4,18,True,False,12
1779,A0505289TSH2NC1YOHYK,JULY,12,True,3.0,4,18,True,False,9
1241,A0505289TSH2NC1YOHYK,APRIL,18,True,1.0,4,18,True,False,4
1944,A0989239BAD79O16H0DE,AUGUST,7,True,1.0,1,7,False,False,10
1242,A101U3FTZYY87V,APRIL,18,True,5.0,5,18,False,False,4
2358,A101U3FTZYY87V,JANUARY,14,True,2.0,5,14,True,False,7
1513,A101U3FTZYY87V,FEBRUARY,2,True,3.0,5,14,True,False,12
583,A101U3FTZYY87V,MARCH,18,True,4.0,5,18,True,False,5
2096,A101U3FTZYY87V,DECEMBER,3,True,1.0,5,3,True,False,11
1243,A102D5P5JUCEAB,APRIL,18,True,4.0,5,25,True,False,4
299,A102D5P5JUCEAB,OCTOBER,20,True,3.0,5,25,True,False,3
891,A102D5P5JUCEAB,NOVEMBER,22,True,2.0,5,25,True,False,2
584,A102D5P5JUCEAB,MARCH,18,True,5.0,5,25,False,False,5
2673,A102D5P5JUCEAB,MAY,25,True,1.0,5,25,True,False,1
300,A104OJ913SFB2V,OCTOBER,20,True,4.0,4,22,False,False,3
2097,A104OJ913SFB2V,DECEMBER,3,True,3.0,4,22,True,False,11
1,A104OJ913SFB2V,SEPTEMBER,16,True,1.0,4,16,True,False,6
892,A104OJ913SFB2V,NOVEMBER,22,True,2.0,4,22,True,False,2
1244,A104RROXFLSTR6,APRIL,18,True,4.0,6,18,True,False,4
585,A104RROXFLSTR6,MARCH,18,True,3.0,6,18,True,False,5
1514,A104RROXFLSTR6,FEBRUARY,2,True,2.0,6,14,True,False,12
301,A104RROXFLSTR6,OCTOBER,20,True,5.0,6,20,True,False,3
2359,A104RROXFLSTR6,JANUARY,14,True,1.0,6,14,True,False,7
893,A104RROXFLSTR6,NOVEMBER,22,True,6.0,6,22,False,False,2
894,A105FRIGFBE5N,NOVEMBER,22,True,3.0,3,22,False,False,2
2,A105FRIGFBE5N,SEPTEMBER,16,True,1.0,3,16,True,False,6
2098,A105FRIGFBE5N,DECEMBER,3,True,2.0,3,16,True,False,11
2674,A10EME2GN75W5Y,MAY,25,True,3.0,4,25,True,False,1
1245,A10EME2GN75W5Y,APRIL,18,True,4.0,4,25,False,False,4
2931,A10EME2GN75W5Y,JUNE,14,True,1.0,4,14,True,False,8
1780,A10EME2GN75W5Y,JULY,12,True,2.0,4,14,True,False,9
1246,A10MSB9X1UFLJ5,APRIL,18,True,1.0,2,18,True,False,4
2675,A10MSB9X1UFLJ5,MAY,25,True,2.0,2,25,False,False,1
2676,A10SLN6V99I35W,MAY,25,True,4.0,5,25,True,False,1
1247,A10SLN6V99I35W,APRIL,18,True,2.0,5,18,True,False,4
2360,A10SLN6V99I35W,JANUARY,14,True,1.0,5,14,True,False,7
895,A10SLN6V99I35W,NOVEMBER,22,True,5.0,5,25,False,False,2
302,A10SLN6V99I35W,OCTOBER,20,True,3.0,5,20,True,False,3
2361,A1138Y7XCFT62,JANUARY,14,True,4.0,7,22,True,False,7
303,A1138Y7XCFT62,OCTOBER,20,True,1.0,7,20,True,False,3
3,A1138Y7XCFT62,SEPTEMBER,16,True,3.0,7,22,True,False,6
1248,A1138Y7XCFT62,APRIL,18,True,7.0,7,25,False,False,4
896,A1138Y7XCFT62,NOVEMBER,22,True,2.0,7,22,True,False,2
2677,A1138Y7XCFT62,MAY,25,True,6.0,7,25,True,False,1
586,A1138Y7XCFT62,MARCH,18,True,5.0,7,22,True,False,5
2362,A11FWJBXLAFZX7,JANUARY,14,True,4.0,7,20,True,False,7
2678,A11FWJBXLAFZX7,MAY,25,True,7.0,7,25,False,False,1
1945,A11FWJBXLAFZX7,AUGUST,7,True,1.0,7,7,True,False,10
1249,A11FWJBXLAFZX7,APRIL,18,True,6.0,7,20,True,False,4
4,A11FWJBXLAFZX7,SEPTEMBER,16,True,2.0,7,16,True,False,6
304,A11FWJBXLAFZX7,OCTOBER,20,True,3.0,7,20,True,False,3
587,A11FWJBXLAFZX7,MARCH,18,True,5.0,7,20,True,False,5
5,A11H31X2XJH13N,SEPTEMBER,16,True,5.0,5,25,False,False,6
305,A11H31X2XJH13N,OCTOBER,20,True,4.0,5,25,True,False,3
2679,A11H31X2XJH13N,MAY,25,True,1.0,5,25,True,False,1
897,A11H31X2XJH13N,NOVEMBER,22,True,3.0,5,25,True,False,2
2363,A11H31X2XJH13N,JANUARY,14,True,2.0,5,25,True,False,7
1515,A11LL3J3YSXB4U,FEBRUARY,2,True,3.0,4,18,True,False,12
588,A11LL3J3YSXB4U,MARCH,18,True,2.0,4,18,True,False,5
2680,A11LL3J3YSXB4U,MAY,25,True,4.0,4,25,False,False,1
1250,A11LL3J3YSXB4U,APRIL,18,True,1.0,4,18,True,False,4
2364,A11R31H4YHL2Z7,JANUARY,14,True,4.0,6,14,True,False,7
2099,A11R31H4YHL2Z7,DECEMBER,3,True,1.0,6,3,True,False,11
2932,A11R31H4YHL2Z7,JUNE,14,True,3.0,6,14,True,False,8
1516,A11R31H4YHL2Z7,FEBRUARY,2,True,5.0,6,14,True,False,12
1781,A11R31H4YHL2Z7,JULY,12,True,2.0,6,12,True,False,9
1946,A11R31H4YHL2Z7,AUGUST,7,True,6.0,6,14,False,False,10
6,A11VUBMBTKFDR0,SEPTEMBER,16,True,1.0,6,16,True,False,6
2365,A11VUBMBTKFDR0,JANUARY,14,True,3.0,6,16,True,False,7
2681,A11VUBMBTKFDR0,MAY,25,True,6.0,6,25,False,False,1
1251,A11VUBMBTKFDR0,APRIL,18,True,5.0,6,18,True,False,4
589,A11VUBMBTKFDR0,MARCH,18,True,4.0,6,18,True,False,5
2100,A11VUBMBTKFDR0,DECEMBER,3,True,2.0,6,16,True,False,11
898,A12TSLY8GXWHB4,NOVEMBER,22,True,1.0,1,22,False,False,2
2366,A12ZO39VZ879ZS,JANUARY,14,True,1.0,3,14,True,False,7
1252,A12ZO39VZ879ZS,APRIL,18,True,3.0,3,18,False,False,4
2933,A12ZO39VZ879ZS,JUNE,14,True,2.0,3,14,True,False,8
7,A13C8E3CBY2SPE,SEPTEMBER,16,True,4.0,4,20,False,False,6
306,A13C8E3CBY2SPE,OCTOBER,20,True,3.0,4,20,True,False,3
1253,A13C8E3CBY2SPE,APRIL,18,True,2.0,4,18,True,False,4
2101,A13C8E3CBY2SPE,DECEMBER,3,True,1.0,4,3,True,False,11
2934,A13CFYL1AW272Y,JUNE,14,True,8.0,8,25,False,False,8
2682,A13CFYL1AW272Y,MAY,25,True,4.0,8,25,True,False,1
1254,A13CFYL1AW272Y,APRIL,18,True,6.0,8,25,True,False,4
8,A13CFYL1AW272Y,SEPTEMBER,16,True,3.0,8,20,True,False,6
899,A13CFYL1AW272Y,NOVEMBER,22,True,5.0,8,25,True,False,2
590,A13CFYL1AW272Y,MARCH,18,True,1.0,8,18,True,False,5
307,A13CFYL1AW272Y,OCTOBER,20,True,2.0,8,20,True,False,3
2367,A13CFYL1AW272Y,JANUARY,14,True,7.0,8,25,True,False,7
2368,A140JKRQOG93BA,JANUARY,14,True,1.0,2,14,True,False,7
9,A140JKRQOG93BA,SEPTEMBER,16,True,2.0,2,16,False,False,6
10,A14JGIN4ZXXLGD,SEPTEMBER,16,True,1.0,2,16,True,False,6
2102,A14JGIN4ZXXLGD,DECEMBER,3,True,2.0,2,16,False,False,11
900,A14PMK7MDL1GTQ,NOVEMBER,22,True,1.0,3,22,True,False,2
2103,A14PMK7MDL1GTQ,DECEMBER,3,True,3.0,3,22,False,False,11
308,A14PMK7MDL1GTQ,OCTOBER,20,True,2.0,3,22,True,False,3
11,A156I0UDVISMNE,SEPTEMBER,16,True,1.0,2,16,True,False,6
901,A156I0UDVISMNE,NOVEMBER,22,True,2.0,2,22,False,False,2
2683,A157T3XFUW3SA1,MAY,25,True,4.0,4,25,False,False,1
1255,A157T3XFUW3SA1,APRIL,18,True,3.0,4,22,True,False,4
2369,A157T3XFUW3SA1,JANUARY,14,True,1.0,4,14,True,False,7
902,A157T3XFUW3SA1,NOVEMBER,22,True,2.0,4,22,True,False,2
1947,A15WRJKRWC80DA,AUGUST,7,True,4.0,5,20,True,False,10
12,A15WRJKRWC80DA,SEPTEMBER,16,True,3.0,5,20,True,False,6
2104,A15WRJKRWC80DA,DECEMBER,3,True,5.0,5,20,False,False,11
309,A15WRJKRWC80DA,OCTOBER,20,True,1.0,5,20,True,False,3
1517,A15WRJKRWC80DA,FEBRUARY,2,True,2.0,5,20,True,False,12
1518,A15ZIPJ6RX3SV1,FEBRUARY,2,True,2.0,5,14,True,False,12
2370,A15ZIPJ6RX3SV1,JANUARY,14,True,1.0,5,14,True,False,7
13,A15ZIPJ6RX3SV1,SEPTEMBER,16,True,5.0,5,25,False,False,6
2684,A15ZIPJ6RX3SV1,MAY,25,True,3.0,5,25,True,False,1
2105,A15ZIPJ6RX3SV1,DECEMBER,3,True,4.0,5,25,True,False,11
2685,A16AQAXVYIXJT5,MAY,25,True,2.0,2,25,False,False,1
903,A16AQAXVYIXJT5,NOVEMBER,22,True,1.0,2,22,True,False,2
1519,A16BLPK5DB2XGM,FEBRUARY,2,True,3.0,5,20,True,False,12
310,A16BLPK5DB2XGM,OCTOBER,20,True,2.0,5,20,True,False,3
14,A16BLPK5DB2XGM,SEPTEMBER,16,True,5.0,5,22,False,False,6
904,A16BLPK5DB2XGM,NOVEMBER,22,True,4.0,5,22,True,False,2
2106,A16BLPK5DB2XGM,DECEMBER,3,True,1.0,5,3,True,False,11
2107,A16L7K9MAUJYX5,DECEMBER,3,True,2.0,6,20,True,False,11
15,A16L7K9MAUJYX5,SEPTEMBER,16,True,6.0,6,22,False,False,6
591,A16L7K9MAUJYX5,MARCH,18,True,5.0,6,22,True,False,5
905,A16L7K9MAUJYX5,NOVEMBER,22,True,3.0,6,22,True,False,2
2371,A16L7K9MAUJYX5,JANUARY,14,True,4.0,6,22,True,False,7
311,A16L7K9MAUJYX5,OCTOBER,20,True,1.0,6,20,True,False,3
1520,A16M8QAZBLK2OW,FEBRUARY,2,True,1.0,4,2,True,False,12
906,A16M8QAZBLK2OW,NOVEMBER,22,True,4.0,4,22,False,False,2
16,A16M8QAZBLK2OW,SEPTEMBER,16,True,2.0,4,16,True,False,6
312,A16M8QAZBLK2OW,OCTOBER,20,True,3.0,4,20,True,False,3
313,A171B4FLYKEY8E,OCTOBER,20,True,1.0,3,20,True,False,3
907,A171B4FLYKEY8E,NOVEMBER,22,True,3.0,3,22,False,False,2
17,A171B4FLYKEY8E,SEPTEMBER,16,True,2.0,3,20,True,False,6
1948,A175VWASA9LFRJ,AUGUST,7,True,4.0,6,16,True,False,10
2372,A175VWASA9LFRJ,JANUARY,14,True,1.0,6,14,True,False,7
18,A175VWASA9LFRJ,SEPTEMBER,16,True,2.0,6,16,True,False,6
2108,A175VWASA9LFRJ,DECEMBER,3,True,3.0,6,16,True,False,11
1521,A175VWASA9LFRJ,FEBRUARY,2,True,5.0,6,16,True,False,12
1256,A175VWASA9LFRJ,APRIL,18,True,6.0,6,18,False,False,4
2109,A17CTPL658MHXG,DECEMBER,3,True,1.0,6,3,True,False,11
2373,A17CTPL658MHXG,JANUARY,14,True,2.0,6,14,True,False,7
1522,A17CTPL658MHXG,FEBRUARY,2,True,3.0,6,14,True,False,12
2935,A17CTPL658MHXG,JUNE,14,True,4.0,6,14,True,False,8
1782,A17CTPL658MHXG,JULY,12,True,5.0,6,14,True,False,9
2686,A17CTPL658MHXG,MAY,25,True,6.0,6,25,False,False,1
1523,A17EZZHVUROBMJ,FEBRUARY,2,True,3.0,5,14,True,False,12
2374,A17EZZHVUROBMJ,JANUARY,14,True,2.0,5,14,True,False,7
592,A17EZZHVUROBMJ,MARCH,18,True,4.0,5,18,True,False,5
2110,A17EZZHVUROBMJ,DECEMBER,3,True,1.0,5,3,True,False,11
1257,A17EZZHVUROBMJ,APRIL,18,True,5.0,5,18,False,False,4
2375,A17G89QTQYZ43D,JANUARY,14,True,1.0,4,14,True,False,7
1524,A17G89QTQYZ43D,FEBRUARY,2,True,2.0,4,14,True,False,12
1258,A17G89QTQYZ43D,APRIL,18,True,3.0,4,18,True,False,4
593,A17G89QTQYZ43D,MARCH,18,True,4.0,4,18,False,False,5
2687,A17NV64PRBAC9D,MAY,25,True,6.0,6,25,False,False,1
1259,A17NV64PRBAC9D,APRIL,18,True,5.0,6,18,True,False,4
594,A17NV64PRBAC9D,MARCH,18,True,4.0,6,18,True,False,5
2111,A17NV64PRBAC9D,DECEMBER,3,True,1.0,6,3,True,False,11
1525,A17NV64PRBAC9D,FEBRUARY,2,True,3.0,6,14,True,False,12
2376,A17NV64PRBAC9D,JANUARY,14,True,2.0,6,14,True,False,7
19,A17PQY6G5BQCN5,SEPTEMBER,16,True,3.0,4,22,True,False,6
1526,A17PQY6G5BQCN5,FEBRUARY,2,True,4.0,4,22,False,False,12
908,A17PQY6G5BQCN5,NOVEMBER,22,True,1.0,4,22,True,False,2
314,A17PQY6G5BQCN5,OCTOBER,20,True,2.0,4,22,True,False,3
315,A181EO0UCWICNL,OCTOBER,20,True,10.0,11,25,True,False,3
1527,A181EO0UCWICNL,FEBRUARY,2,True,2.0,11,14,True,False,12
1260,A181EO0UCWICNL,APRIL,18,True,4.0,11,18,True,False,4
595,A181EO0UCWICNL,MARCH,18,True,3.0,11,18,True,False,5
1783,A181EO0UCWICNL,JULY,12,True,7.0,11,25,True,False,9
1949,A181EO0UCWICNL,AUGUST,7,True,8.0,11,25,True,False,10
20,A181EO0UCWICNL,SEPTEMBER,16,True,9.0,11,25,True,False,6
2936,A181EO0UCWICNL,JUNE,14,True,6.0,11,25,True,False,8
2377,A181EO0UCWICNL,JANUARY,14,True,1.0,11,14,True,False,7
2688,A181EO0UCWICNL,MAY,25,True,5.0,11,25,True,False,1
2112,A181EO0UCWICNL,DECEMBER,3,True,11.0,11,25,False,False,11
316,A18AUUO02PHP21,OCTOBER,20,True,5.0,6,20,True,False,3
1528,A18AUUO02PHP21,FEBRUARY,2,True,1.0,6,2,True,False,12
2378,A18AUUO02PHP21,JANUARY,14,True,3.0,6,16,True,False,7
909,A18AUUO02PHP21,NOVEMBER,22,True,6.0,6,22,False,False,2
21,A18AUUO02PHP21,SEPTEMBER,16,True,2.0,6,16,True,False,6
2113,A18AUUO02PHP21,DECEMBER,3,True,4.0,6,16,True,False,11
2114,A18K1HNY9IGEQI,DECEMBER,3,True,1.0,2,3,True,False,11
910,A18K1HNY9IGEQI,NOVEMBER,22,True,2.0,2,22,False,False,2
2115,A18OF833850IS9,DECEMBER,3,True,6.0,6,22,False,False,11
2379,A18OF833850IS9,JANUARY,14,True,2.0,6,14,True,False,7
1784,A18OF833850IS9,JULY,12,True,1.0,6,12,True,False,9
22,A18OF833850IS9,SEPTEMBER,16,True,4.0,6,16,True,False,6
1529,A18OF833850IS9,FEBRUARY,2,True,3.0,6,14,True,False,12
911,A18OF833850IS9,NOVEMBER,22,True,5.0,6,22,True,False,2
912,A18TB3C9LDADDG,NOVEMBER,22,True,4.0,4,22,False,False,2
23,A18TB3C9LDADDG,SEPTEMBER,16,True,2.0,4,16,True,False,6
317,A18TB3C9LDADDG,OCTOBER,20,True,3.0,4,20,True,False,3
2116,A18TB3C9LDADDG,DECEMBER,3,True,1.0,4,3,True,False,11
2117,A194Z6PSS23NMS,DECEMBER,3,True,1.0,5,3,True,False,11
1530,A194Z6PSS23NMS,FEBRUARY,2,True,3.0,5,14,True,False,12
24,A194Z6PSS23NMS,SEPTEMBER,16,True,5.0,5,20,False,False,6
2380,A194Z6PSS23NMS,JANUARY,14,True,2.0,5,14,True,False,7
318,A194Z6PSS23NMS,OCTOBER,20,True,4.0,5,20,True,False,3
913,A195ALXEOWXS4A,NOVEMBER,22,True,4.0,4,22,False,False,2
1531,A195ALXEOWXS4A,FEBRUARY,2,True,3.0,4,16,True,False,12
25,A195ALXEOWXS4A,SEPTEMBER,16,True,1.0,4,16,True,False,6
2118,A195ALXEOWXS4A,DECEMBER,3,True,2.0,4,16,True,False,11
2119,A19FWZXTGX663T,DECEMBER,3,True,2.0,3,20,True,False,11
319,A19FWZXTGX663T,OCTOBER,20,True,1.0,3,20,True,False,3
914,A19FWZXTGX663T,NOVEMBER,22,True,3.0,3,22,False,False,2
320,A19Z6EQRPT7XJI,OCTOBER,20,True,8.0,8,25,False,False,3
596,A19Z6EQRPT7XJI,MARCH,18,True,3.0,8,18,True,False,5
2381,A19Z6EQRPT7XJI,JANUARY,14,True,1.0,8,14,True,False,7
2937,A19Z6EQRPT7XJI,JUNE,14,True,6.0,8,25,True,False,8
1261,A19Z6EQRPT7XJI,APRIL,18,True,4.0,8,18,True,False,4
2689,A19Z6EQRPT7XJI,MAY,25,True,5.0,8,25,True,False,1
1785,A19Z6EQRPT7XJI,JULY,12,True,7.0,8,25,True,False,9
1532,A19Z6EQRPT7XJI,FEBRUARY,2,True,2.0,8,14,True,False,12
321,A1A85ZGKV6XC8L,OCTOBER,20,True,5.0,10,20,True,False,3
26,A1A85ZGKV6XC8L,SEPTEMBER,16,True,8.0,10,20,True,False,6
915,A1A85ZGKV6XC8L,NOVEMBER,22,True,10.0,10,22,False,False,2
1533,A1A85ZGKV6XC8L,FEBRUARY,2,True,2.0,10,14,True,False,12
2382,A1A85ZGKV6XC8L,JANUARY,14,True,1.0,10,14,True,False,7
597,A1A85ZGKV6XC8L,MARCH,18,True,3.0,10,18,True,False,5
1262,A1A85ZGKV6XC8L,APRIL,18,True,4.0,10,18,True,False,4
1950,A1A85ZGKV6XC8L,AUGUST,7,True,7.0,10,20,True,False,10
1786,A1A85ZGKV6XC8L,JULY,12,True,9.0,10,20,True,False,9
2938,A1A85ZGKV6XC8L,JUNE,14,True,6.0,10,20,True,False,8
598,A1ABEYJZL14EDV,MARCH,18,True,1.0,2,18,True,False,5
2690,A1ABEYJZL14EDV,MAY,25,True,2.0,2,25,False,False,1
322,A1ADMMKDBXBNL1,OCTOBER,20,True,5.0,5,25,False,False,3
27,A1ADMMKDBXBNL1,SEPTEMBER,16,True,4.0,5,25,True,False,6
599,A1ADMMKDBXBNL1,MARCH,18,True,1.0,5,18,True,False,5
1263,A1ADMMKDBXBNL1,APRIL,18,True,2.0,5,18,True,False,4
2691,A1ADMMKDBXBNL1,MAY,25,True,3.0,5,25,True,False,1
28,A1AINTCOQ7NXLX,SEPTEMBER,16,True,1.0,7,16,True,False,6
600,A1AINTCOQ7NXLX,MARCH,18,True,4.0,7,18,True,False,5
1534,A1AINTCOQ7NXLX,FEBRUARY,2,True,3.0,7,16,True,False,12
1264,A1AINTCOQ7NXLX,APRIL,18,True,5.0,7,18,True,False,4
1787,A1AINTCOQ7NXLX,JULY,12,True,7.0,7,18,False,False,9
2383,A1AINTCOQ7NXLX,JANUARY,14,True,2.0,7,16,True,False,7
2939,A1AINTCOQ7NXLX,JUNE,14,True,6.0,7,18,True,False,8
29,A1ALN9M5OFMYOE,SEPTEMBER,16,True,2.0,2,20,False,False,6
323,A1ALN9M5OFMYOE,OCTOBER,20,True,1.0,2,20,True,False,3
30,A1AOFLBJO1XS5V,SEPTEMBER,16,True,4.0,7,18,True,False,6
1535,A1AOFLBJO1XS5V,FEBRUARY,2,True,3.0,7,18,True,False,12
2940,A1AOFLBJO1XS5V,JUNE,14,True,7.0,7,18,False,False,8
1788,A1AOFLBJO1XS5V,JULY,12,True,6.0,7,18,True,False,9
2120,A1AOFLBJO1XS5V,DECEMBER,3,True,2.0,7,18,True,False,11
1265,A1AOFLBJO1XS5V,APRIL,18,True,1.0,7,18,True,False,4
1951,A1AOFLBJO1XS5V,AUGUST,7,True,5.0,7,18,True,False,10
2121,A1APTDKLFABADG,DECEMBER,3,True,2.0,3,20,True,False,11
324,A1APTDKLFABADG,OCTOBER,20,True,1.0,3,20,True,False,3
31,A1APTDKLFABADG,SEPTEMBER,16,True,3.0,3,20,False,False,6
1952,A1AU1ZOUJFS3W9,AUGUST,7,True,2.0,3,16,True,False,10
601,A1AU1ZOUJFS3W9,MARCH,18,True,3.0,3,18,False,False,5
32,A1AU1ZOUJFS3W9,SEPTEMBER,16,True,1.0,3,16,True,False,6
2941,A1AUOTWKBWIFRC,JUNE,14,True,1.0,8,14,True,False,8
1789,A1AUOTWKBWIFRC,JULY,12,True,2.0,8,14,True,False,9
2692,A1AUOTWKBWIFRC,MAY,25,True,7.0,8,25,True,False,1
916,A1AUOTWKBWIFRC,NOVEMBER,22,True,4.0,8,22,True,False,2
602,A1AUOTWKBWIFRC,MARCH,18,True,3.0,8,18,True,False,5
325,A1AUOTWKBWIFRC,OCTOBER,20,True,8.0,8,25,False,False,3
2384,A1AUOTWKBWIFRC,JANUARY,14,True,6.0,8,22,True,False,7
1266,A1AUOTWKBWIFRC,APRIL,18,True,6.0,8,22,True,False,4
1267,A1B2CR8HUBIHBE,APRIL,18,True,4.0,5,18,True,False,4
603,A1B2CR8HUBIHBE,MARCH,18,True,3.0,5,18,True,False,5
2385,A1B2CR8HUBIHBE,JANUARY,14,True,1.0,5,14,True,False,7
1536,A1B2CR8HUBIHBE,FEBRUARY,2,True,2.0,5,14,True,False,12
2122,A1B2CR8HUBIHBE,DECEMBER,3,True,5.0,5,18,False,False,11
1537,A1BGR7HG0ZKTBP,FEBRUARY,2,True,1.0,4,2,True,False,12
1268,A1BGR7HG0ZKTBP,APRIL,18,True,2.0,4,18,True,False,4
604,A1BGR7HG0ZKTBP,MARCH,18,True,3.0,4,18,True,False,5
326,A1BGR7HG0ZKTBP,OCTOBER,20,True,4.0,4,20,False,False,3
33,A1BK15QBL5758M,SEPTEMBER,16,True,1.0,1,16,False,False,6
605,A1BQTDDVCHQM5T,MARCH,18,True,2.0,7,18,True,False,5
34,A1BQTDDVCHQM5T,SEPTEMBER,16,True,4.0,7,18,True,False,6
2386,A1BQTDDVCHQM5T,JANUARY,14,True,1.0,7,14,True,False,7
2942,A1BQTDDVCHQM5T,JUNE,14,True,3.0,7,18,True,False,8
2693,A1BQTDDVCHQM5T,MAY,25,True,5.0,7,25,True,False,1
327,A1BQTDDVCHQM5T,OCTOBER,20,True,7.0,7,25,False,False,3
917,A1BQTDDVCHQM5T,NOVEMBER,22,True,6.0,7,25,True,False,2
606,A1BZMONU8QDPFQ,MARCH,18,True,3.0,7,18,True,False,5
2123,A1BZMONU8QDPFQ,DECEMBER,3,True,7.0,7,18,False,False,11
1790,A1BZMONU8QDPFQ,JULY,12,True,6.0,7,18,True,False,9
1538,A1BZMONU8QDPFQ,FEBRUARY,2,True,2.0,7,14,True,False,12
2387,A1BZMONU8QDPFQ,JANUARY,14,True,1.0,7,14,True,False,7
1269,A1BZMONU8QDPFQ,APRIL,18,True,4.0,7,18,True,False,4
2943,A1BZMONU8QDPFQ,JUNE,14,True,5.0,7,18,True,False,8
328,"A1CA8B867KYEU2
A1CA8B867KYEU2",OCTOBER,20,True,1.0,4,20,True,False,3
2124,"A1CA8B867KYEU2
A1CA8B867KYEU2",DECEMBER,3,True,3.0,4,20,True,False,11
1953,"A1CA8B867KYEU2
A1CA8B867KYEU2",AUGUST,7,True,4.0,4,20,False,False,10
1539,"A1CA8B867KYEU2
A1CA8B867KYEU2",FEBRUARY,2,True,2.0,4,20,True,False,12
1540,A1CAMMBMSZQDYX,FEBRUARY,2,True,4.0,6,22,True,False,12
2388,A1CAMMBMSZQDYX,JANUARY,14,True,3.0,6,22,True,False,7
918,A1CAMMBMSZQDYX,NOVEMBER,22,True,1.0,6,22,True,False,2
607,A1CAMMBMSZQDYX,MARCH,18,True,5.0,6,22,True,False,5
2694,A1CAMMBMSZQDYX,MAY,25,True,6.0,6,25,False,False,1
2125,A1CAMMBMSZQDYX,DECEMBER,3,True,2.0,6,22,True,False,11
329,A1CC0OFM6NJ70F,OCTOBER,20,True,2.0,3,20,True,False,3
919,A1CC0OFM6NJ70F,NOVEMBER,22,True,3.0,3,22,False,False,2
35,A1CC0OFM6NJ70F,SEPTEMBER,16,True,1.0,3,16,True,False,6
1541,A1D48NEMX364ME,FEBRUARY,2,True,1.0,2,2,True,False,12
330,A1D48NEMX364ME,OCTOBER,20,True,2.0,2,20,False,False,3
1791,A1DON974028MLP,JULY,12,True,5.0,6,25,True,False,9
920,A1DON974028MLP,NOVEMBER,22,True,1.0,6,22,True,False,2
1954,A1DON974028MLP,AUGUST,7,True,6.0,6,25,False,False,10
2695,A1DON974028MLP,MAY,25,True,2.0,6,25,True,False,1
331,A1DON974028MLP,OCTOBER,20,True,3.0,6,25,True,False,3
1270,A1DON974028MLP,APRIL,18,True,4.0,6,25,True,False,4
921,A1DSD2F8BUVMX9,NOVEMBER,22,True,3.0,4,22,True,False,2
2944,A1DSD2F8BUVMX9,JUNE,14,True,1.0,4,14,True,False,8
1955,A1DSD2F8BUVMX9,AUGUST,7,True,2.0,4,14,True,False,10
2126,A1DSD2F8BUVMX9,DECEMBER,3,True,4.0,4,22,False,False,11
2127,A1DVLC088I35QY,DECEMBER,3,True,3.0,4,18,True,False,11
2696,A1DVLC088I35QY,MAY,25,True,4.0,4,25,False,False,1
1271,A1DVLC088I35QY,APRIL,18,True,1.0,4,18,True,False,4
608,A1DVLC088I35QY,MARCH,18,True,2.0,4,18,True,False,5
36,A1DWQO9X2ZQ35G,SEPTEMBER,16,True,3.0,5,20,True,False,6
332,A1DWQO9X2ZQ35G,OCTOBER,20,True,1.0,5,20,True,False,3
922,A1DWQO9X2ZQ35G,NOVEMBER,22,True,5.0,5,22,False,False,2
1792,A1DWQO9X2ZQ35G,JULY,12,True,2.0,5,20,True,False,9
2128,A1DWQO9X2ZQ35G,DECEMBER,3,True,4.0,5,20,True,False,11
1956,A1E1SBWRRBUSOE,AUGUST,7,True,2.0,5,25,True,False,10
2697,A1E1SBWRRBUSOE,MAY,25,True,1.0,5,25,True,False,1
1542,A1E1SBWRRBUSOE,FEBRUARY,2,True,5.0,5,25,False,False,12
2945,A1E1SBWRRBUSOE,JUNE,14,True,4.0,5,25,True,False,8
2389,A1E1SBWRRBUSOE,JANUARY,14,True,3.0,5,25,True,False,7
2698,A1E3MR98PNWZBD,MAY,25,True,1.0,12,25,True,False,1
923,A1E3MR98PNWZBD,NOVEMBER,22,True,11.0,12,25,True,False,2
1957,A1E3MR98PNWZBD,AUGUST,7,True,8.0,12,25,True,False,10
1793,A1E3MR98PNWZBD,JULY,12,True,7.0,12,25,True,False,9
333,A1E3MR98PNWZBD,OCTOBER,20,True,10.0,12,25,True,False,3
609,A1E3MR98PNWZBD,MARCH,18,True,4.0,12,25,True,False,5
2129,A1E3MR98PNWZBD,DECEMBER,3,True,12.0,12,25,False,False,11
2946,A1E3MR98PNWZBD,JUNE,14,True,6.0,12,25,True,False,8
1272,A1E3MR98PNWZBD,APRIL,18,True,5.0,12,25,True,False,4
37,A1E3MR98PNWZBD,SEPTEMBER,16,True,9.0,12,25,True,False,6
1543,A1E3MR98PNWZBD,FEBRUARY,2,True,3.0,12,25,True,False,12
2390,A1E3MR98PNWZBD,JANUARY,14,True,2.0,12,25,True,False,7
924,A1E7IRBPHID9JC,NOVEMBER,22,True,3.0,5,22,True,False,2
2130,A1E7IRBPHID9JC,DECEMBER,3,True,2.0,5,16,True,False,11
