,subject,word,s2_value,in.cs,order,num_eval,highest_value_so_far,did_continue_eval,is_in_order,rank
830,A9K09P98W0LRZ,MARCH,18,True,6.0,11,20,True,False,5
1918,A9K09P98W0LRZ,JULY,12,True,8.0,11,25,True,False,9
251,A9K09P98W0LRZ,SEPTEMBER,16,True,1.0,11,16,True,False,6
2070,A9K09P98W0LRZ,AUGUST,7,True,9.0,11,25,True,False,10
2311,A9K09P98W0LRZ,DECEMBER,3,True,11.0,11,25,False,False,11
2622,A9K09P98W0LRZ,JANUARY,14,True,4.0,11,20,True,False,7
535,A9K09P98W0LRZ,OCTOBER,20,True,2.0,11,20,True,False,3
1180,A9K09P98W0LRZ,NOVEMBER,22,True,10.0,11,25,True,False,2
1731,A9K09P98W0LRZ,FEBRUARY,2,True,5.0,11,20,True,False,12
252,A9PHHZ0FTWVM7,SEPTEMBER,16,True,6.0,6,20,False,False,6
2312,A9PHHZ0FTWVM7,DECEMBER,3,True,1.0,6,3,True,False,11
1469,A9PHHZ0FTWVM7,APRIL,18,True,3.0,6,18,True,False,4
831,A9PHHZ0FTWVM7,MARCH,18,True,5.0,6,20,True,False,5
536,A9PHHZ0FTWVM7,OCTOBER,20,True,4.0,6,20,True,False,3
1732,A9PHHZ0FTWVM7,FEBRUARY,2,True,2.0,6,3,True,False,12
1181,AASKD5NM38YVF,NOVEMBER,22,True,2.0,2,22,False,False,2
537,AASKD5NM38YVF,OCTOBER,20,True,1.0,2,20,True,False,3
832,AB9V7IERF6S1C,MARCH,18,True,2.0,2,18,False,False,5
253,AB9V7IERF6S1C,SEPTEMBER,16,True,1.0,2,16,True,False,6
833,ABEDTQ4GMH1IT,MARCH,18,True,2.0,6,18,True,False,5
1733,ABEDTQ4GMH1IT,FEBRUARY,2,True,3.0,6,18,True,False,12
3069,ABEDTQ4GMH1IT,JUNE,14,True,6.0,6,18,False,False,8
2623,ABEDTQ4GMH1IT,JANUARY,14,True,1.0,6,14,True,False,7
2313,ABEDTQ4GMH1IT,DECEMBER,3,True,4.0,6,18,True,False,11
1470,ABEDTQ4GMH1IT,APRIL,18,True,5.0,6,18,True,False,4
2886,ABJDUYQXE1GZB,MAY,25,True,7.0,7,25,False,False,1
834,ABJDUYQXE1GZB,MARCH,18,True,3.0,7,18,True,False,5
1734,ABJDUYQXE1GZB,FEBRUARY,2,True,2.0,7,14,True,False,12
2071,ABJDUYQXE1GZB,AUGUST,7,True,5.0,7,18,True,False,10
1471,ABJDUYQXE1GZB,APRIL,18,True,6.0,7,18,True,False,4
1919,ABJDUYQXE1GZB,JULY,12,True,4.0,7,18,True,False,9
2624,ABJDUYQXE1GZB,JANUARY,14,True,1.0,7,14,True,False,7
1735,ABOEYY9Y0PFRI,FEBRUARY,2,True,1.0,2,2,True,False,12
835,ABOEYY9Y0PFRI,MARCH,18,True,2.0,2,18,False,False,5
538,ABZ976HTCJZ1Q,OCTOBER,20,True,4.0,9,20,True,False,3
3070,ABZ976HTCJZ1Q,JUNE,14,True,8.0,9,20,True,False,8
254,ABZ976HTCJZ1Q,SEPTEMBER,16,True,5.0,9,20,True,False,6
1920,ABZ976HTCJZ1Q,JULY,12,True,7.0,9,20,True,False,9
1736,ABZ976HTCJZ1Q,FEBRUARY,2,True,2.0,9,14,True,False,12
836,ABZ976HTCJZ1Q,MARCH,18,True,3.0,9,18,True,False,5
2072,ABZ976HTCJZ1Q,AUGUST,7,True,6.0,9,20,True,False,10
1472,ABZ976HTCJZ1Q,APRIL,18,True,9.0,9,20,False,False,4
2625,ABZ976HTCJZ1Q,JANUARY,14,True,1.0,9,14,True,False,7
539,AC3TE7B1EFHUC,OCTOBER,20,True,3.0,3,22,False,False,3
255,AC3TE7B1EFHUC,SEPTEMBER,16,True,1.0,3,16,True,False,6
1182,AC3TE7B1EFHUC,NOVEMBER,22,True,2.0,3,22,True,False,2
2626,AC79XT2Z4O3JZ,JANUARY,14,True,1.0,8,14,True,False,7
837,AC79XT2Z4O3JZ,MARCH,18,True,7.0,8,18,True,False,5
256,AC79XT2Z4O3JZ,SEPTEMBER,16,True,6.0,8,16,True,False,6
1737,AC79XT2Z4O3JZ,FEBRUARY,2,True,5.0,8,14,True,False,12
1921,AC79XT2Z4O3JZ,JULY,12,True,3.0,8,14,True,False,9
3071,AC79XT2Z4O3JZ,JUNE,14,True,2.0,8,14,True,False,8
2073,AC79XT2Z4O3JZ,AUGUST,7,True,8.0,8,18,False,False,10
2314,AC79XT2Z4O3JZ,DECEMBER,3,True,4.0,8,14,True,False,11
838,ACCNKTAM9UXI3,MARCH,18,True,2.0,4,18,True,False,5
1473,ACCNKTAM9UXI3,APRIL,18,True,3.0,4,18,True,False,4
540,ACCNKTAM9UXI3,OCTOBER,20,True,4.0,4,20,False,False,3
257,ACCNKTAM9UXI3,SEPTEMBER,16,True,1.0,4,16,True,False,6
1183,ACFSVYCDAM0AS,NOVEMBER,22,True,2.0,2,22,False,False,2
541,ACFSVYCDAM0AS,OCTOBER,20,True,1.0,2,20,True,False,3
1738,AD15OW944ZV20,FEBRUARY,2,True,2.0,8,14,True,False,12
839,AD15OW944ZV20,MARCH,18,True,3.0,8,18,True,False,5
1474,AD15OW944ZV20,APRIL,18,True,4.0,8,18,True,False,4
542,AD15OW944ZV20,OCTOBER,20,True,7.0,8,22,True,False,3
2315,AD15OW944ZV20,DECEMBER,3,True,5.0,8,18,True,False,11
1184,AD15OW944ZV20,NOVEMBER,22,True,6.0,8,22,True,False,2
258,AD15OW944ZV20,SEPTEMBER,16,True,8.0,8,22,False,False,6
2627,AD15OW944ZV20,JANUARY,14,True,1.0,8,14,True,False,7
259,AD3TJJF3AW5SO,SEPTEMBER,16,True,3.0,3,16,False,False,6
1739,AD3TJJF3AW5SO,FEBRUARY,2,True,2.0,3,3,True,False,12
2316,AD3TJJF3AW5SO,DECEMBER,3,True,1.0,3,3,True,False,11
840,ADB0G9E1J85MU,MARCH,18,True,2.0,3,18,True,False,5
2887,ADB0G9E1J85MU,MAY,25,True,3.0,3,25,False,False,1
2628,ADB0G9E1J85MU,JANUARY,14,True,1.0,3,14,True,False,7
2629,ADGREXTAORHCE,JANUARY,14,True,2.0,6,16,True,False,7
841,ADGREXTAORHCE,MARCH,18,True,6.0,6,22,False,False,5
2317,ADGREXTAORHCE,DECEMBER,3,True,4.0,6,22,True,False,11
1185,ADGREXTAORHCE,NOVEMBER,22,True,3.0,6,22,True,False,2
1740,ADGREXTAORHCE,FEBRUARY,2,True,5.0,6,22,True,False,12
260,ADGREXTAORHCE,SEPTEMBER,16,True,1.0,6,16,True,False,6
2074,ADW969XQFSE3I,AUGUST,7,True,4.0,5,22,True,False,10
2630,ADW969XQFSE3I,JANUARY,14,True,5.0,5,22,False,False,7
261,ADW969XQFSE3I,SEPTEMBER,16,True,3.0,5,22,True,False,6
1186,ADW969XQFSE3I,NOVEMBER,22,True,2.0,5,22,True,False,2
543,ADW969XQFSE3I,OCTOBER,20,True,1.0,5,20,True,False,3
1187,ADYLRF91BUMZE,NOVEMBER,22,True,3.0,3,22,False,False,2
2318,ADYLRF91BUMZE,DECEMBER,3,True,1.0,3,3,True,False,11
262,ADYLRF91BUMZE,SEPTEMBER,16,True,2.0,3,16,True,False,6
3072,AEOSMC3ZPK697,JUNE,14,True,1.0,2,14,True,False,8
842,AEOSMC3ZPK697,MARCH,18,True,2.0,2,18,False,False,5
1188,AEQ8K4HBO323D,NOVEMBER,22,True,1.0,1,22,False,False,2
2631,AEVLUVUOKMIBN,JANUARY,14,True,4.0,9,22,True,False,7
1189,AEVLUVUOKMIBN,NOVEMBER,22,True,1.0,9,22,True,False,2
2319,AEVLUVUOKMIBN,DECEMBER,3,True,8.0,9,22,True,False,11
843,AEVLUVUOKMIBN,MARCH,18,True,3.0,9,22,True,False,5
263,AEVLUVUOKMIBN,SEPTEMBER,16,True,2.0,9,22,True,False,6
1741,AEVLUVUOKMIBN,FEBRUARY,2,True,5.0,9,22,True,False,12
544,AEVLUVUOKMIBN,OCTOBER,20,True,6.0,9,22,True,False,3
1475,AEVLUVUOKMIBN,APRIL,18,True,7.0,9,22,True,False,4
2888,AEVLUVUOKMIBN,MAY,25,True,9.0,9,25,False,False,1
545,AEX8AD7WN63KO,OCTOBER,20,True,3.0,4,20,True,False,3
1476,AEX8AD7WN63KO,APRIL,18,True,2.0,4,18,True,False,4
1190,AEX8AD7WN63KO,NOVEMBER,22,True,4.0,4,22,False,False,2
264,AEX8AD7WN63KO,SEPTEMBER,16,True,1.0,4,16,True,False,6
1922,AEZSDZ4PS9CAC,JULY,12,True,2.0,4,12,True,False,9
2075,AEZSDZ4PS9CAC,AUGUST,7,True,1.0,4,7,True,False,10
546,AEZSDZ4PS9CAC,OCTOBER,20,True,3.0,4,20,True,False,3
1191,AEZSDZ4PS9CAC,NOVEMBER,22,True,4.0,4,22,False,False,2
1192,AF114PN3TN6C3,NOVEMBER,22,True,4.0,6,22,True,False,2
1742,AF114PN3TN6C3,FEBRUARY,2,True,5.0,6,22,True,False,12
265,AF114PN3TN6C3,SEPTEMBER,16,True,6.0,6,22,False,False,6
2320,AF114PN3TN6C3,DECEMBER,3,True,2.0,6,7,True,False,11
2076,AF114PN3TN6C3,AUGUST,7,True,1.0,6,7,True,False,10
547,AF114PN3TN6C3,OCTOBER,20,True,3.0,6,20,True,False,3
2632,AF7ZFZR505E84,JANUARY,14,True,2.0,4,25,True,False,7
844,AF7ZFZR505E84,MARCH,18,True,4.0,4,25,False,False,5
1743,AF7ZFZR505E84,FEBRUARY,2,True,3.0,4,25,True,False,12
2889,AF7ZFZR505E84,MAY,25,True,1.0,4,25,True,False,1
266,AFAQRD1972NYV,SEPTEMBER,16,True,4.0,7,20,True,False,6
1477,AFAQRD1972NYV,APRIL,18,True,1.0,7,18,True,False,4
2633,AFAQRD1972NYV,JANUARY,14,True,2.0,7,18,True,False,7
3073,AFAQRD1972NYV,JUNE,14,True,6.0,7,20,True,False,8
1923,AFAQRD1972NYV,JULY,12,True,7.0,7,20,False,False,9
845,AFAQRD1972NYV,MARCH,18,True,5.0,7,20,True,False,5
548,AFAQRD1972NYV,OCTOBER,20,True,3.0,7,20,True,False,3
3074,AFBGLSDN1MGU9,JUNE,14,True,2.0,4,14,True,False,8
2890,AFBGLSDN1MGU9,MAY,25,True,4.0,4,25,False,False,1
2077,AFBGLSDN1MGU9,AUGUST,7,True,1.0,4,7,True,False,10
1924,AFBGLSDN1MGU9,JULY,12,True,3.0,4,14,True,False,9
549,AFHD81VGCBAUJ,OCTOBER,20,True,1.0,5,20,True,False,3
2891,AFHD81VGCBAUJ,MAY,25,True,4.0,5,25,True,False,1
2634,AFHD81VGCBAUJ,JANUARY,14,True,5.0,5,25,False,False,7
1193,AFHD81VGCBAUJ,NOVEMBER,22,True,2.0,5,22,True,False,2
1744,AFHD81VGCBAUJ,FEBRUARY,2,True,3.0,5,22,True,False,12
846,AFIRH8MV85A4D,MARCH,18,True,4.0,6,25,True,False,5
2892,AFIRH8MV85A4D,MAY,25,True,1.0,6,25,True,False,1
2321,AFIRH8MV85A4D,DECEMBER,3,True,2.0,6,25,True,False,11
1745,AFIRH8MV85A4D,FEBRUARY,2,True,5.0,6,25,True,False,12
2635,AFIRH8MV85A4D,JANUARY,14,True,3.0,6,25,True,False,7
1478,AFIRH8MV85A4D,APRIL,18,True,6.0,6,25,False,False,4
1746,AFNRX0H00EWSF,FEBRUARY,2,True,3.0,4,18,True,False,12
1194,AFNRX0H00EWSF,NOVEMBER,22,True,4.0,4,22,False,False,2
1479,AFNRX0H00EWSF,APRIL,18,True,2.0,4,18,True,False,4
2078,AFNRX0H00EWSF,AUGUST,7,True,1.0,4,7,True,False,10
2893,AG35FZXI6EC9D,MAY,25,True,2.0,2,25,False,False,1
1195,AG35FZXI6EC9D,NOVEMBER,22,True,1.0,2,22,True,False,2
1480,AG46WS7A84ZGQ,APRIL,18,True,4.0,7,25,True,False,4
2636,AG46WS7A84ZGQ,JANUARY,14,True,1.0,7,14,True,False,7
2322,AG46WS7A84ZGQ,DECEMBER,3,True,5.0,7,25,True,False,11
3075,AG46WS7A84ZGQ,JUNE,14,True,6.0,7,25,True,False,8
1747,AG46WS7A84ZGQ,FEBRUARY,2,True,7.0,7,25,False,False,12
847,AG46WS7A84ZGQ,MARCH,18,True,2.0,7,18,True,False,5
2894,AG46WS7A84ZGQ,MAY,25,True,3.0,7,25,True,False,1
2895,AGKLBCUBNDH3W,MAY,25,True,4.0,4,25,False,False,1
2637,AGKLBCUBNDH3W,JANUARY,14,True,2.0,4,18,True,False,7
1481,AGKLBCUBNDH3W,APRIL,18,True,3.0,4,18,True,False,4
848,AGKLBCUBNDH3W,MARCH,18,True,1.0,4,18,True,False,5
849,AGOQQM55L9UU5,MARCH,18,True,3.0,9,18,True,False,5
3076,AGOQQM55L9UU5,JUNE,14,True,6.0,9,25,True,False,8
1748,AGOQQM55L9UU5,FEBRUARY,2,True,2.0,9,14,True,False,12
2896,AGOQQM55L9UU5,MAY,25,True,5.0,9,25,True,False,1
2079,AGOQQM55L9UU5,AUGUST,7,True,7.0,9,25,True,False,10
2638,AGOQQM55L9UU5,JANUARY,14,True,1.0,9,14,True,False,7
1196,AGOQQM55L9UU5,NOVEMBER,22,True,9.0,9,25,False,False,2
550,AGOQQM55L9UU5,OCTOBER,20,True,8.0,9,25,True,False,3
1482,AGOQQM55L9UU5,APRIL,18,True,4.0,9,18,True,False,4
267,AGSSG1SWNWGHD,SEPTEMBER,16,True,6.0,8,22,True,False,6
2080,AGSSG1SWNWGHD,AUGUST,7,True,8.0,8,22,False,False,10
2323,AGSSG1SWNWGHD,DECEMBER,3,True,4.0,8,18,True,False,11
1749,AGSSG1SWNWGHD,FEBRUARY,2,True,2.0,8,14,True,False,12
850,AGSSG1SWNWGHD,MARCH,18,True,3.0,8,18,True,False,5
2639,AGSSG1SWNWGHD,JANUARY,14,True,1.0,8,14,True,False,7
1197,AGSSG1SWNWGHD,NOVEMBER,22,True,5.0,8,22,True,False,2
1483,AGSSG1SWNWGHD,APRIL,18,True,7.0,8,22,True,False,4
2324,AGT1CF0GJGQHI,DECEMBER,3,True,2.0,3,22,True,False,11
1198,AGT1CF0GJGQHI,NOVEMBER,22,True,1.0,3,22,True,False,2
268,AGT1CF0GJGQHI,SEPTEMBER,16,True,3.0,3,22,False,False,6
1199,AH11KAGW5PNN8,NOVEMBER,22,True,1.0,5,22,True,False,2
1484,AH11KAGW5PNN8,APRIL,18,True,4.0,5,22,True,False,4
851,AH11KAGW5PNN8,MARCH,18,True,5.0,5,22,False,False,5
551,AH11KAGW5PNN8,OCTOBER,20,True,2.0,5,22,True,False,3
269,AH11KAGW5PNN8,SEPTEMBER,16,True,3.0,5,22,True,False,6
1200,AHDL55X4A4Q1R,NOVEMBER,22,True,1.0,2,22,True,False,2
2897,AHDL55X4A4Q1R,MAY,25,True,2.0,2,25,False,False,1
1485,AHHNBEYOLAUXC,APRIL,18,True,4.0,5,18,True,False,4
852,AHHNBEYOLAUXC,MARCH,18,True,1.0,5,18,True,False,5
2898,AHHNBEYOLAUXC,MAY,25,True,5.0,5,25,False,False,1
1750,AHHNBEYOLAUXC,FEBRUARY,2,True,3.0,5,18,True,False,12
2640,AHHNBEYOLAUXC,JANUARY,14,True,2.0,5,18,True,False,7
853,AHTWQSOY6HTJI,MARCH,18,True,1.0,3,18,True,False,5
2899,AHTWQSOY6HTJI,MAY,25,True,3.0,3,25,False,False,1
1751,AHTWQSOY6HTJI,FEBRUARY,2,True,2.0,3,18,True,False,12
854,AICQCMWNGVOPH,MARCH,18,True,4.0,4,18,False,False,5
2325,AICQCMWNGVOPH,DECEMBER,3,True,1.0,4,3,True,False,11
1752,AICQCMWNGVOPH,FEBRUARY,2,True,3.0,4,14,True,False,12
2641,AICQCMWNGVOPH,JANUARY,14,True,2.0,4,14,True,False,7
2326,AIL7AUHB1IVAW,DECEMBER,3,True,3.0,6,20,True,False,11
270,AIL7AUHB1IVAW,SEPTEMBER,16,True,4.0,6,20,True,False,6
1925,AIL7AUHB1IVAW,JULY,12,True,6.0,6,20,False,False,9
1753,AIL7AUHB1IVAW,FEBRUARY,2,True,2.0,6,20,True,False,12
552,AIL7AUHB1IVAW,OCTOBER,20,True,1.0,6,20,True,False,3
2081,AIL7AUHB1IVAW,AUGUST,7,True,5.0,6,20,True,False,10
855,AILMI8VDJ407,MARCH,18,True,1.0,2,18,True,False,5
2900,AILMI8VDJ407,MAY,25,True,2.0,2,25,False,False,1
2327,AIOLG7U4ZM44P,DECEMBER,3,True,1.0,4,3,True,False,11
2082,AIOLG7U4ZM44P,AUGUST,7,True,2.0,4,7,True,False,10
2642,AIOLG7U4ZM44P,JANUARY,14,True,3.0,4,14,True,False,7
856,AIOLG7U4ZM44P,MARCH,18,True,4.0,4,18,False,False,5
857,AIRSW1AVXIPNI,MARCH,18,True,3.0,4,25,True,False,5
1201,AIRSW1AVXIPNI,NOVEMBER,22,True,1.0,4,22,True,False,2
2901,AIRSW1AVXIPNI,MAY,25,True,2.0,4,25,True,False,1
553,AIRSW1AVXIPNI,OCTOBER,20,True,4.0,4,25,False,False,3
858,AJMKH3WN5HAN7,MARCH,18,True,5.0,6,25,True,False,5
2902,AJMKH3WN5HAN7,MAY,25,True,2.0,6,25,True,False,1
2643,AJMKH3WN5HAN7,JANUARY,14,True,3.0,6,25,True,False,7
271,AJMKH3WN5HAN7,SEPTEMBER,16,True,4.0,6,25,True,False,6
1486,AJMKH3WN5HAN7,APRIL,18,True,1.0,6,18,True,False,4
1202,AJMKH3WN5HAN7,NOVEMBER,22,True,6.0,6,25,False,False,2
2328,AJMUEAOM8B79,DECEMBER,3,True,2.0,4,18,True,False,11
2903,AJMUEAOM8B79,MAY,25,True,4.0,4,25,False,False,1
859,AJMUEAOM8B79,MARCH,18,True,1.0,4,18,True,False,5
554,AJMUEAOM8B79,OCTOBER,20,True,3.0,4,20,True,False,3
555,AJTPDPN27UCUS,OCTOBER,20,True,1.0,1,20,False,False,3
2904,AJXS9E3W1CU4R,MAY,25,True,6.0,6,25,False,False,1
272,AJXS9E3W1CU4R,SEPTEMBER,16,True,4.0,6,22,True,False,6
1754,AJXS9E3W1CU4R,FEBRUARY,2,True,2.0,6,14,True,False,12
1926,AJXS9E3W1CU4R,JULY,12,True,5.0,6,22,True,False,9
1203,AJXS9E3W1CU4R,NOVEMBER,22,True,3.0,6,22,True,False,2
2644,AJXS9E3W1CU4R,JANUARY,14,True,1.0,6,14,True,False,7
2905,AK2QE403SW2SI,MAY,25,True,3.0,3,25,False,False,1
1204,AK2QE403SW2SI,NOVEMBER,22,True,2.0,3,22,True,False,2
556,AK2QE403SW2SI,OCTOBER,20,True,1.0,3,20,True,False,3
273,AL36KBFL3ORCD,SEPTEMBER,16,True,2.0,5,20,True,False,6
2083,AL36KBFL3ORCD,AUGUST,7,True,5.0,5,25,False,False,10
860,AL36KBFL3ORCD,MARCH,18,True,4.0,5,25,True,False,5
2906,AL36KBFL3ORCD,MAY,25,True,3.0,5,25,True,False,1
557,AL36KBFL3ORCD,OCTOBER,20,True,1.0,5,20,True,False,3
1755,ALAOEYIYW0CW7,FEBRUARY,2,True,3.0,4,18,True,False,12
861,ALAOEYIYW0CW7,MARCH,18,True,2.0,4,18,True,False,5
1205,ALAOEYIYW0CW7,NOVEMBER,22,True,4.0,4,22,False,False,2
2645,ALAOEYIYW0CW7,JANUARY,14,True,1.0,4,14,True,False,7
2646,ALFSFEFSM41UZ,JANUARY,14,True,3.0,5,20,True,False,7
2329,ALFSFEFSM41UZ,DECEMBER,3,True,1.0,5,3,True,False,11
1756,ALFSFEFSM41UZ,FEBRUARY,2,True,4.0,5,20,True,False,12
1206,ALFSFEFSM41UZ,NOVEMBER,22,True,5.0,5,22,False,False,2
558,ALFSFEFSM41UZ,OCTOBER,20,True,2.0,5,20,True,False,3
1487,ALYNNSWN5JZPS,APRIL,18,True,1.0,1,18,False,False,4
559,AM67TOFIV5WGR,OCTOBER,20,True,1.0,2,20,True,False,3
1207,AM67TOFIV5WGR,NOVEMBER,22,True,2.0,2,22,False,False,2
1208,AMNZYP6T9RT60,NOVEMBER,22,True,2.0,2,25,False,False,2
2907,AMNZYP6T9RT60,MAY,25,True,1.0,2,25,True,False,1
862,AMPB8XFG3TNOQ,MARCH,18,True,2.0,4,18,True,False,5
2330,AMPB8XFG3TNOQ,DECEMBER,3,True,1.0,4,3,True,False,11
1927,AMPB8XFG3TNOQ,JULY,12,True,4.0,4,18,False,False,9
1488,AMPB8XFG3TNOQ,APRIL,18,True,3.0,4,18,True,False,4
3077,AMX5R6NLYNA2K,JUNE,14,True,6.0,12,25,True,False,8
1928,AMX5R6NLYNA2K,JULY,12,True,7.0,12,25,True,False,9
2908,AMX5R6NLYNA2K,MAY,25,True,5.0,12,25,True,False,1
863,AMX5R6NLYNA2K,MARCH,18,True,3.0,12,18,True,False,5
560,AMX5R6NLYNA2K,OCTOBER,20,True,10.0,12,25,True,False,3
1209,AMX5R6NLYNA2K,NOVEMBER,22,True,11.0,12,25,True,False,2
2647,AMX5R6NLYNA2K,JANUARY,14,True,1.0,12,14,True,False,7
1757,AMX5R6NLYNA2K,FEBRUARY,2,True,2.0,12,14,True,False,12
1489,AMX5R6NLYNA2K,APRIL,18,True,4.0,12,18,True,False,4
2084,AMX5R6NLYNA2K,AUGUST,7,True,8.0,12,25,True,False,10
2331,AMX5R6NLYNA2K,DECEMBER,3,True,12.0,12,25,False,False,11
274,AMX5R6NLYNA2K,SEPTEMBER,16,True,10.0,12,25,True,False,6
3078,ANCDBBNNGEQBO,JUNE,14,True,6.0,6,22,False,False,8
561,ANCDBBNNGEQBO,OCTOBER,20,True,4.0,6,20,True,False,3
1758,ANCDBBNNGEQBO,FEBRUARY,2,True,2.0,6,14,True,False,12
2648,ANCDBBNNGEQBO,JANUARY,14,True,1.0,6,14,True,False,7
1210,ANCDBBNNGEQBO,NOVEMBER,22,True,5.0,6,22,True,False,2
864,ANCDBBNNGEQBO,MARCH,18,True,3.0,6,18,True,False,5
1211,ANFOVG0WYE0J,NOVEMBER,22,True,1.0,1,22,False,False,2
1212,ANQEQ3VBVBZ34,NOVEMBER,22,True,3.0,3,22,False,False,2
2649,ANQEQ3VBVBZ34,JANUARY,14,True,2.0,3,18,True,False,7
865,ANQEQ3VBVBZ34,MARCH,18,True,1.0,3,18,True,False,5
1213,ANSU8XSIM0DIG,NOVEMBER,22,True,2.0,2,22,False,False,2
2650,ANSU8XSIM0DIG,JANUARY,14,True,1.0,2,14,True,False,7
2332,AO92NKBQUVED0,DECEMBER,3,True,3.0,7,18,True,False,11
1759,AO92NKBQUVED0,FEBRUARY,2,True,4.0,7,18,True,False,12
2651,AO92NKBQUVED0,JANUARY,14,True,1.0,7,14,True,False,7
3079,AO92NKBQUVED0,JUNE,14,True,6.0,7,25,True,False,8
1490,AO92NKBQUVED0,APRIL,18,True,7.0,7,25,False,False,4
2909,AO92NKBQUVED0,MAY,25,True,5.0,7,25,True,False,1
866,AO92NKBQUVED0,MARCH,18,True,2.0,7,18,True,False,5
1929,AOI7PYJU4PUCJ,JULY,12,True,4.0,5,25,True,False,9
1760,AOI7PYJU4PUCJ,FEBRUARY,2,True,5.0,5,25,False,False,12
2910,AOI7PYJU4PUCJ,MAY,25,True,1.0,5,25,True,False,1
1214,AOI7PYJU4PUCJ,NOVEMBER,22,True,2.0,5,25,True,False,2
2333,AOI7PYJU4PUCJ,DECEMBER,3,True,3.0,5,25,True,False,11
867,AOON0WJX3Y6D7,MARCH,18,True,1.0,1,18,False,False,5
1930,AP9GRAU77J5G,JULY,12,True,7.0,7,25,False,False,9
2911,AP9GRAU77J5G,MAY,25,True,5.0,7,25,True,False,1
562,AP9GRAU77J5G,OCTOBER,20,True,6.0,7,25,True,False,3
2085,AP9GRAU77J5G,AUGUST,7,True,3.0,7,22,True,False,10
275,AP9GRAU77J5G,SEPTEMBER,16,True,2.0,7,22,True,False,6
1215,AP9GRAU77J5G,NOVEMBER,22,True,1.0,7,22,True,False,2
1491,AP9GRAU77J5G,APRIL,18,True,4.0,7,22,True,False,4
1761,APUNS430KPW1I,FEBRUARY,2,True,3.0,3,14,False,False,12
2334,APUNS430KPW1I,DECEMBER,3,True,1.0,3,3,True,False,11
2652,APUNS430KPW1I,JANUARY,14,True,2.0,3,14,True,False,7
1216,AQ5IPY5IZPZWK,NOVEMBER,22,True,8.0,9,22,True,False,2
2653,AQ5IPY5IZPZWK,JANUARY,14,True,1.0,9,14,True,False,7
276,AQ5IPY5IZPZWK,SEPTEMBER,16,True,7.0,9,18,True,False,6
1492,AQ5IPY5IZPZWK,APRIL,18,True,4.0,9,18,True,False,4
2335,AQ5IPY5IZPZWK,DECEMBER,3,True,5.0,9,18,True,False,11
868,AQ5IPY5IZPZWK,MARCH,18,True,3.0,9,18,True,False,5
1762,AQ5IPY5IZPZWK,FEBRUARY,2,True,2.0,9,14,True,False,12
2912,AQ5IPY5IZPZWK,MAY,25,True,9.0,9,25,False,False,1
3080,AQ5IPY5IZPZWK,JUNE,14,True,6.0,9,18,True,False,8
1931,AQ632V3QP0HNO,JULY,12,True,4.0,4,14,False,False,9
1763,AQ632V3QP0HNO,FEBRUARY,2,True,3.0,4,14,True,False,12
2654,AQ632V3QP0HNO,JANUARY,14,True,2.0,4,14,True,False,7
2336,AQ632V3QP0HNO,DECEMBER,3,True,1.0,4,3,True,False,11
1493,AQFTZNX1EZXKI,APRIL,18,True,2.0,2,18,False,False,4
869,AQFTZNX1EZXKI,MARCH,18,True,1.0,2,18,True,False,5
1494,AR14VE5BQFLKT,APRIL,18,True,3.0,5,18,True,False,4
2913,AR14VE5BQFLKT,MAY,25,True,5.0,5,25,False,False,1
870,AR14VE5BQFLKT,MARCH,18,True,1.0,5,18,True,False,5
1217,AR14VE5BQFLKT,NOVEMBER,22,True,4.0,5,22,True,False,2
1932,AR14VE5BQFLKT,JULY,12,True,2.0,5,18,True,False,9
1218,ARD4G7288R1JO,NOVEMBER,22,True,3.0,4,22,True,False,2
2914,ARD4G7288R1JO,MAY,25,True,4.0,4,25,False,False,1
871,ARD4G7288R1JO,MARCH,18,True,2.0,4,20,True,False,5
563,ARD4G7288R1JO,OCTOBER,20,True,1.0,4,20,True,False,3
1219,ARR3UJTM2ZGK4,NOVEMBER,22,True,2.0,2,22,False,False,2
564,ARR3UJTM2ZGK4,OCTOBER,20,True,1.0,2,20,True,False,3
1220,ARRDHASPCGP4L,NOVEMBER,22,True,1.0,3,22,True,False,2
277,ARRDHASPCGP4L,SEPTEMBER,16,True,2.0,3,22,True,False,6
2655,ARRDHASPCGP4L,JANUARY,14,True,3.0,3,22,False,False,7
1764,ARZ8RD515W6E0,FEBRUARY,2,True,5.0,8,18,True,False,12
2915,ARZ8RD515W6E0,MAY,25,True,8.0,8,25,False,False,1
1933,ARZ8RD515W6E0,JULY,12,True,3.0,8,14,True,False,9
3081,ARZ8RD515W6E0,JUNE,14,True,1.0,8,14,True,False,8
872,ARZ8RD515W6E0,MARCH,18,True,6.0,8,18,True,False,5
2656,ARZ8RD515W6E0,JANUARY,14,True,2.0,8,14,True,False,7
1495,ARZ8RD515W6E0,APRIL,18,True,4.0,8,18,True,False,4
565,ARZ8RD515W6E0,OCTOBER,20,True,7.0,8,20,True,False,3
566,AS1RGVFH2M3ET,OCTOBER,20,True,4.0,9,20,True,False,3
873,AS1RGVFH2M3ET,MARCH,18,True,2.0,9,18,True,False,5
1221,AS1RGVFH2M3ET,NOVEMBER,22,True,5.0,9,22,True,False,2
2086,AS1RGVFH2M3ET,AUGUST,7,True,9.0,9,22,False,False,10
1934,AS1RGVFH2M3ET,JULY,12,True,8.0,9,22,True,False,9
