,num_actions,action_cost,r,agent,utility
5,1000,2,0.8,7,1510.9156625915123
6,1000,2,0.8,9,1533.0772904691312
7,1000,2,0.8,12,1535.7717873700449
8,1000,2,0.8,15,1534.559866410659
9,1000,2,0.8,20,1527.6128612333844
10,1000,2,0.8,40,1473.4004992435491
11,1000,2,0.8,80,1350.3780992578647
12,1000,2,0.8,1000,-1602.3806451129153
13,1000,2,0.8,Optimal,1580.5593587960673
14,1000,2,0.8,Dynamic,1534.5319502941559
0,1000,2,0.85,1,1373.2662904585006
1,1000,2,0.85,2,1489.0991648652903
2,1000,2,0.85,3,1537.9830108483638
3,1000,2,0.85,4,1546.0168146504145
4,1000,2,0.85,5,1557.5936176641571
5,1000,2,0.85,7,1567.3560184290504
6,1000,2,0.85,9,1575.4414501749054
7,1000,2,0.85,12,1578.5370030220117
8,1000,2,0.85,15,1573.7664788705908
9,1000,2,0.85,20,1558.9289061868396
10,1000,2,0.85,40,1499.397911838215
11,1000,2,0.85,80,1370.6945210973413
12,1000,2,0.85,1000,-1625.8629053106436
13,1000,2,0.85,Optimal,1613.1879470238207
14,1000,2,0.85,Dynamic,1570.0477987236561
0,1000,2,0.9,1,1418.1018032406814
1,1000,2,0.9,2,1518.0649559835845
2,1000,2,0.9,3,1544.2984477181224
3,1000,2,0.9,4,1557.7318375601776
4,1000,2,0.9,5,1565.2194139525798
5,1000,2,0.9,7,1578.3428258233791
6,1000,2,0.9,9,1575.8365911646847
7,1000,2,0.9,12,1570.9991652594902
8,1000,2,0.9,15,1564.563896774526
9,1000,2,0.9,20,1551.4436229575617
10,1000,2,0.9,40,1490.1779600502728
11,1000,2,0.9,80,1360.878353972158
12,1000,2,0.9,1000,-1613.012585824481
13,1000,2,0.9,Optimal,1605.982113415994
14,1000,2,0.9,Dynamic,1576.7929676576885
0,1000,2,0.95,1,1543.177800717215
1,1000,2,0.95,2,1583.8729402718036
2,1000,2,0.95,3,1595.5261186051284
3,1000,2,0.95,4,1600.997768385614
4,1000,2,0.95,5,1602.002004312073
5,1000,2,0.95,7,1598.7369054443523
6,1000,2,0.95,9,1593.8292261468587
7,1000,2,0.95,12,1584.1498083735037
8,1000,2,0.95,15,1574.4310978926846
9,1000,2,0.95,20,1558.23324709132
10,1000,2,0.95,40,1493.4418438858595
11,1000,2,0.95,80,1363.859037474939
12,1000,2,0.95,1000,-1616.5455099762337
13,1000,2,0.95,Optimal,1616.4008873559455
14,1000,2,0.95,Dynamic,1598.9699735384393
0,1000,2,1.0,1,1653.3770134735591
1,1000,2,1.0,2,1650.070259446612
2,1000,2,1.0,3,1646.7635054196646
3,1000,2,1.0,4,1643.4567513927175
4,1000,2,1.0,5,1640.1499973657708
5,1000,2,1.0,7,1633.5364893118763
6,1000,2,1.0,9,1626.9229812579824
7,1000,2,1.0,12,1617.0027191771408
8,1000,2,1.0,15,1607.0824570962993
9,1000,2,1.0,20,1590.548686961564
10,1000,2,1.0,40,1524.413606422621
11,1000,2,1.0,80,1392.1434453447366
12,1000,2,1.0,1000,-1650.070259446612
13,1000,2,1.0,Optimal,1653.3770134735591
14,1000,2,1.0,Dynamic,1653.3770134735591
0,1000,5,0.25,1,186.24127466758083
1,1000,5,0.25,2,269.37846691511936
2,1000,5,0.25,3,312.5879602281857
3,1000,5,0.25,4,346.01256551196695
4,1000,5,0.25,5,358.28349612477257
5,1000,5,0.25,7,386.9853850772637
6,1000,5,0.25,9,398.21022597274197
7,1000,5,0.25,12,415.69411133406624
8,1000,5,0.25,15,423.83737190303634
9,1000,5,0.25,20,435.34668149123905
10,1000,5,0.25,40,432.13686815264737
11,1000,5,0.25,80,349.641792727652
12,1000,5,0.25,1000,-2559.042747622157
13,1000,5,0.25,Optimal,500.7187105963894
14,1000,5,0.25,Dynamic,436.3397595557414
0,1000,5,0.5,1,305.5325300696333
1,1000,5,0.5,2,393.9749872734564
2,1000,5,0.5,3,437.71564990445904
3,1000,5,0.5,4,456.4902708120603
4,1000,5,0.5,5,476.3521653956546
5,1000,5,0.5,7,492.67458338055417
6,1000,5,0.5,9,500.2809863846071
7,1000,5,0.5,12,506.82936678357015
8,1000,5,0.5,15,512.5918762471149
9,1000,5,0.5,20,509.4594610260993
10,1000,5,0.5,40,477.2076083917634
11,1000,5,0.5,80,370.1865736908203
12,1000,5,0.5,1000,-2538.9356972461305
13,1000,5,0.5,Optimal,556.0300091308832
14,1000,5,0.5,Dynamic,507.89837427739747
0,1000,5,0.7,1,458.62726989077964
1,1000,5,0.7,2,527.4487590704059
2,1000,5,0.7,3,541.4428853597241
3,1000,5,0.7,4,550.363534414791
4,1000,5,0.7,5,553.8786975804154
5,1000,5,0.7,7,559.5011585022371
6,1000,5,0.7,9,561.5524015081264
7,1000,5,0.7,12,565.2318584297398
8,1000,5,0.7,15,561.4069726291981
9,1000,5,0.7,20,555.2481214963473
10,1000,5,0.7,40,506.1730024070585
11,1000,5,0.7,80,386.4454201723922
12,1000,5,0.7,1000,-2574.2927176564235
13,1000,5,0.7,Optimal,600.7304399326609
14,1000,5,0.7,Dynamic,564.7620762887923
0,1000,5,0.8,1,550.094702169184
1,1000,5,0.8,2,591.3505301890086
2,1000,5,0.8,3,604.7629290055487
3,1000,5,0.8,4,610.9955419654412
4,1000,5,0.8,5,612.8904046349269
5,1000,5,0.8,7,614.256881330487
6,1000,5,0.8,9,613.9625685000001
7,1000,5,0.8,12,606.8347606506986
8,1000,5,0.8,15,600.0081816233242
9,1000,5,0.8,20,587.7797516306575
10,1000,5,0.8,40,527.4529289377454
11,1000,5,0.8,80,397.1942266746646
12,1000,5,0.8,1000,-2622.794934818654
13,1000,5,0.8,Optimal,639.5313191373883
14,1000,5,0.8,Dynamic,613.1084914246718
0,1000,5,0.85,1,554.7304195488051
1,1000,5,0.85,2,592.7886530692593
2,1000,5,0.85,3,603.4932237802767
3,1000,5,0.85,4,607.8360310687845
4,1000,5,0.85,5,613.0466760799052
5,1000,5,0.85,7,614.3610674520417
6,1000,5,0.85,9,613.0676238076661
7,1000,5,0.85,12,605.9035388566655
8,1000,5,0.85,15,598.0905656508762
9,1000,5,0.85,20,583.6244778699584
10,1000,5,0.85,40,524.1520406498573
11,1000,5,0.85,80,394.2981329554093
12,1000,5,0.85,1000,-2604.1491984118793
13,1000,5,0.85,Optimal,635.30288743568
14,1000,5,0.85,Dynamic,615.3537995784391
0,1000,5,0.9,1,578.5825631607769
1,1000,5,0.9,2,604.0055838785995
2,1000,5,0.9,3,606.8970399489604
3,1000,5,0.9,4,606.0706528177885
4,1000,5,0.9,5,609.0077287605516
5,1000,5,0.9,7,609.0108575601607
6,1000,5,0.9,9,604.2690820964193
7,1000,5,0.9,12,596.602516480371
8,1000,5,0.9,15,587.7631997061212
9,1000,5,0.9,20,572.5466057659288
10,1000,5,0.9,40,510.2109683713727
11,1000,5,0.9,80,383.51855199109673
12,1000,5,0.9,1000,-2532.4902730651766
13,1000,5,0.9,Optimal,626.0218971756574
14,1000,5,0.9,Dynamic,612.3537466172372
0,1000,5,0.95,1,625.5175530287133
1,1000,5,0.95,2,635.3721659008776
2,1000,5,0.95,3,641.8151528707582
3,1000,5,0.95,4,640.0116009641274
4,1000,5,0.95,5,637.3992310846844
5,1000,5,0.95,7,631.9713520575893
6,1000,5,0.95,9,625.5767572011026
7,1000,5,0.95,12,615.9100358928295
8,1000,5,0.95,15,606.5440793407786
9,1000,5,0.95,20,590.2391309714028
10,1000,5,0.95,40,525.0193374938999
11,1000,5,0.95,80,394.5797505388936
12,1000,5,0.95,1000,-2605.5307494262483
13,1000,5,0.95,Optimal,649.736226262336
14,1000,5,0.95,Dynamic,641.7761691313721
0,1000,5,1.0,1,651.1143331236734
1,1000,5,1.0,2,647.8587614580551
2,1000,5,1.0,3,644.6031897924366
3,1000,5,1.0,4,641.3476181268181
4,1000,5,1.0,5,638.0920464612
5,1000,5,1.0,7,631.5809031299631
6,1000,5,1.0,9,625.0697597987264
7,1000,5,1.0,12,615.3030448018714
8,1000,5,1.0,15,605.5363298050163
9,1000,5,1.0,20,589.2584714769245
10,1000,5,1.0,40,524.1470381645571
11,1000,5,1.0,80,393.9241715398225
12,1000,5,1.0,1000,-2601.2017608290753
13,1000,5,1.0,Optimal,651.1143331236734
14,1000,5,1.0,Dynamic,651.1143331236734
0,1000,10,0.25,1,68.02963271317135
1,1000,10,0.25,2,130.5033402775383
2,1000,10,0.25,3,155.83306496225333
3,1000,10,0.25,4,167.3197459630286
4,1000,10,0.25,5,174.98409940670362
5,1000,10,0.25,7,188.92117739803737
6,1000,10,0.25,9,195.93712723452137
7,1000,10,0.25,12,196.3853100939329
8,1000,10,0.25,15,197.80763190602104
9,1000,10,0.25,20,195.98563552783747
10,1000,10,0.25,40,158.80065867115513
11,1000,10,0.25,80,59.53890967099402
12,1000,10,0.25,1000,-2893.01074870432
13,1000,10,0.25,Optimal,225.48651651052694
14,1000,10,0.25,Dynamic,197.12678690326976
0,1000,10,0.5,1,166.96557959778286
1,1000,10,0.5,2,209.36044210790203
2,1000,10,0.5,3,226.28083622209374
3,1000,10,0.5,4,234.53391020352683
4,1000,10,0.5,5,242.10370989931772
5,1000,10,0.5,7,245.3496211292064
6,1000,10,0.5,9,246.77533769181372
7,1000,10,0.5,12,248.22514888764115
8,1000,10,0.5,15,245.2589800831215
9,1000,10,0.5,20,238.1283511056893
10,1000,10,0.5,40,187.05255072751552
11,1000,10,0.5,80,66.3212374419933
12,1000,10,0.5,1000,-2942.6603690695893
13,1000,10,0.5,Optimal,274.8148779473544
14,1000,10,0.5,Dynamic,247.5537156475271
0,1000,10,0.7,1,215.52709170054368
1,1000,10,0.7,2,251.9053455785728
2,1000,10,0.7,3,265.21471000477436
3,1000,10,0.7,4,271.6512411601691
4,1000,10,0.7,5,272.84928892438745
5,1000,10,0.7,7,274.10488611149293
6,1000,10,0.7,9,277.0616991236629
7,1000,10,0.7,12,272.1111965473954
8,1000,10,0.7,15,266.00192168118264
9,1000,10,0.7,20,252.07880887242464
10,1000,10,0.7,40,192.63147286110635
11,1000,10,0.7,80,66.79328373308482
12,1000,10,0.7,1000,-2887.3649501770415
13,1000,10,0.7,Optimal,296.4651368291271
14,1000,10,0.7,Dynamic,274.18462155679305
0,1000,10,0.8,1,261.75414055849444
1,1000,10,0.8,2,283.131579858368
2,1000,10,0.8,3,289.42183148581216
3,1000,10,0.8,4,291.2174271709062
4,1000,10,0.8,5,292.94526498391815
5,1000,10,0.8,7,292.933530258456
6,1000,10,0.8,9,288.5745559059049
7,1000,10,0.8,12,281.5013346978482
8,1000,10,0.8,15,275.38644747869847
9,1000,10,0.8,20,259.7345295611834
10,1000,10,0.8,40,197.9866762945424
11,1000,10,0.8,80,68.39298108877705
12,1000,10,0.8,1000,-2933.526451622858
13,1000,10,0.8,Optimal,309.2486638673199
14,1000,10,0.8,Dynamic,293.9653330938783
0,1000,10,0.85,1,277.20411540461794
1,1000,10,0.85,2,292.2228435207325
2,1000,10,0.85,3,297.00158100102817
3,1000,10,0.85,4,298.79551383220127
4,1000,10,0.85,5,296.9263336283389
5,1000,10,0.85,7,293.7448529348967
6,1000,10,0.85,9,289.0282417417536
7,1000,10,0.85,12,280.8452695869734
8,1000,10,0.85,15,272.9607972125266
9,1000,10,0.85,20,257.82977633148005
10,1000,10,0.85,40,194.71619278821566
11,1000,10,0.85,80,67.06226666484729
12,1000,10,0.85,1000,-2870.9037015094154
13,1000,10,0.85,Optimal,309.5572944597124
14,1000,10,0.85,Dynamic,298.02554875989466
0,1000,10,0.9,1,287.9212618014653
1,1000,10,0.9,2,303.73082059719235
2,1000,10,0.9,3,307.44985666684516
3,1000,10,0.9,4,308.0250546106145
4,1000,10,0.9,5,306.34048245212347
5,1000,10,0.9,7,303.87317023846384
6,1000,10,0.9,9,298.6288167524068
7,1000,10,0.9,12,290.13605271398797
8,1000,10,0.9,15,281.21469631573177
9,1000,10,0.9,20,264.86500466946825
10,1000,10,0.9,40,199.70569117551867
11,1000,10,0.9,80,68.75113958501464
12,1000,10,0.9,1000,-2943.203546996578
13,1000,10,0.9,Optimal,319.50215695733874
14,1000,10,0.9,Dynamic,307.26768849847934
0,1000,10,0.95,1,300.85147891438885
1,1000,10,0.95,2,307.50958690489205
2,1000,10,0.95,3,306.95547824532923
3,1000,10,0.95,4,307.9145593979411
4,1000,10,0.95,5,306.4721017363573
5,1000,10,0.95,7,300.8917999638208
6,1000,10,0.95,9,294.6436563153928
7,1000,10,0.95,12,285.83387683696964
8,1000,10,0.95,15,276.4035748021001
9,1000,10,0.95,20,260.3406150875346
10,1000,10,0.95,40,196.1962857362293
11,1000,10,0.95,80,67.54298361411173
12,1000,10,0.95,1000,-2891.4829651945925
13,1000,10,0.95,Optimal,316.3438751694272
14,1000,10,0.95,Dynamic,309.03179795872995
0,1000,10,1.0,1,332.2951404384658
1,1000,10,1.0,2,328.97218903408117
2,1000,10,1.0,3,325.64923762969653
3,1000,10,1.0,4,322.3262862253119
4,1000,10,1.0,5,319.0033348209272
5,1000,10,1.0,7,312.35743201215786
6,1000,10,1.0,9,305.7115292033886
7,1000,10,1.0,12,295.7426749902346
8,1000,10,1.0,15,285.7738207770806
9,1000,10,1.0,20,269.1590637551573
10,1000,10,1.0,40,202.70003566746422
11,1000,10,1.0,80,69.78197949207782
12,1000,10,1.0,1000,-2987.333312541807
13,1000,10,1.0,Optimal,332.2951404384658
14,1000,10,1.0,Dynamic,332.2951404384658
0,1000,25,0.25,1,33.5331829848425
1,1000,25,0.25,2,48.95884006063541
2,1000,25,0.25,3,57.47334354306089
3,1000,25,0.25,4,63.03662434428415
4,1000,25,0.25,5,65.45626587451997
5,1000,25,0.25,7,67.41841561692657
6,1000,25,0.25,9,66.27624855387667
7,1000,25,0.25,12,63.64780093493316
8,1000,25,0.25,15,58.923308136292334
9,1000,25,0.25,20,49.86063899987129
10,1000,25,0.25,40,2.61809995269862
11,1000,25,0.25,80,-109.57880559621856
12,1000,25,0.25,1000,-3138.3989710677474
13,1000,25,0.25,Optimal,78.47277210311789
14,1000,25,0.25,Dynamic,67.37868088559115
0,1000,25,0.5,1,70.01466003863536
1,1000,25,0.5,2,81.18570571429544
2,1000,25,0.5,3,87.17783684135625
3,1000,25,0.5,4,87.51211046775212
4,1000,25,0.5,5,90.6778996671039
5,1000,25,0.5,7,90.74597031293412
6,1000,25,0.5,9,87.74177977367533
7,1000,25,0.5,12,82.02201342103461
8,1000,25,0.5,15,74.3707591451974
9,1000,25,0.5,20,61.02308531539192
10,1000,25,0.5,40,3.031467418505618
11,1000,25,0.5,80,-122.64358301002378
12,1000,25,0.5,1000,-3132.08294479671
13,1000,25,0.5,Optimal,102.64380728351841
14,1000,25,0.5,Dynamic,91.18914950936913
0,1000,25,0.7,1,91.98534078521996
1,1000,25,0.7,2,103.17248686784899
2,1000,25,0.7,3,106.892734956651
3,1000,25,0.7,4,106.1780828230107
4,1000,25,0.7,5,104.44292797178679
5,1000,25,0.7,7,101.05508978002193
6,1000,25,0.7,9,97.05940179020784
7,1000,25,0.7,12,89.26514947085988
8,1000,25,0.7,15,81.2220583974242
9,1000,25,0.7,20,66.53171890405939
10,1000,25,0.7,40,3.2299530796895626
11,1000,25,0.7,80,-127.56635952885155
12,1000,25,0.7,1000,-3162.6934488608204
13,1000,25,0.7,Optimal,114.05498625473378
14,1000,25,0.7,Dynamic,106.49702129132046
0,1000,25,0.8,1,109.36786149028114
1,1000,25,0.8,2,113.07366463653257
2,1000,25,0.8,3,113.31233923853748
3,1000,25,0.8,4,111.76927201036196
4,1000,25,0.8,5,110.02638066791248
5,1000,25,0.8,7,106.73621153355448
6,1000,25,0.8,9,101.4264043588093
7,1000,25,0.8,12,92.95161443087889
8,1000,25,0.8,15,83.54645244681464
9,1000,25,0.8,20,67.77691784414121
10,1000,25,0.8,40,3.2580772732508776
11,1000,25,0.8,80,-127.3036615522964
12,1000,25,0.8,1000,-3137.218085905077
13,1000,25,0.8,Optimal,120.48811269846978
14,1000,25,0.8,Dynamic,113.23020456624086
0,1000,25,0.85,1,111.24411436018953
1,1000,25,0.85,2,116.6375783525103
2,1000,25,0.85,3,117.39642432304045
3,1000,25,0.85,4,115.80036945647466
4,1000,25,0.85,5,114.15009403106629
5,1000,25,0.85,7,109.4158779361825
6,1000,25,0.85,9,103.72646053978741
7,1000,25,0.85,12,94.46799124780037
8,1000,25,0.85,15,84.85316731584336
9,1000,25,0.85,20,68.71876310702852
10,1000,25,0.85,40,3.290493971429021
11,1000,25,0.85,80,-128.34288540556557
12,1000,25,0.85,1000,-3161.1642233140424
13,1000,25,0.85,Optimal,123.65387753367209
14,1000,25,0.85,Dynamic,117.92820523113205
0,1000,25,0.9,1,117.23725475014497
1,1000,25,0.9,2,121.20374014911457
2,1000,25,0.9,3,119.91050201774505
3,1000,25,0.9,4,118.22800217477555
4,1000,25,0.9,5,115.54120647991677
5,1000,25,0.9,7,109.52133586035028
6,1000,25,0.9,9,103.37196939572128
7,1000,25,0.9,12,93.91933291434485
8,1000,25,0.9,15,84.27131521939609
9,1000,25,0.9,20,68.15442736011012
10,1000,25,0.9,40,3.245944020367763
11,1000,25,0.9,80,-126.60230711934341
12,1000,25,0.9,1000,-3113.118269934624
13,1000,25,0.9,Optimal,125.82515519787448
14,1000,25,0.9,Dynamic,122.13367769739718
0,1000,25,0.95,1,122.47239448358741
1,1000,25,0.95,2,123.1562127100043
2,1000,25,0.95,3,121.93878785980286
3,1000,25,0.95,4,119.42640825938057
4,1000,25,0.95,5,116.58735195186983
5,1000,25,0.95,7,110.14279426486432
6,1000,25,0.95,9,103.9008580105579
7,1000,25,0.95,12,94.25063374360685
8,1000,25,0.95,15,84.50056818392335
9,1000,25,0.95,20,68.25045891778426
10,1000,25,0.95,40,3.2500218532278216
11,1000,25,0.95,80,-126.75085227588505
12,1000,25,0.95,1000,-3116.770957245481
13,1000,25,0.95,Optimal,127.1867920757343
14,1000,25,0.95,Dynamic,123.75339242438147
0,1000,25,1.0,1,129.826350566956
1,1000,25,1.0,2,126.5806918027821
2,1000,25,1.0,3,123.33503303860823
3,1000,25,1.0,4,120.08937427443432
4,1000,25,1.0,5,116.84371551026042
5,1000,25,1.0,7,110.3523979819126
6,1000,25,1.0,9,103.8610804535648
7,1000,25,1.0,12,94.1241041610431
8,1000,25,1.0,15,84.3871278685214
9,1000,25,1.0,20,68.15883404765191
10,1000,25,1.0,40,3.2456587641739
11,1000,25,1.0,80,-126.5806918027821
12,1000,25,1.0,1000,-3112.5867548427696
13,1000,25,1.0,Optimal,129.826350566956
14,1000,25,1.0,Dynamic,129.826350566956
0,1000,50,0.25,1,16.780887884166425
1,1000,50,0.25,2,24.012096685791253
2,1000,50,0.25,3,27.511424244857885
3,1000,50,0.25,4,28.528550872342915
4,1000,50,0.25,5,28.31387535456567
5,1000,50,0.25,7,26.957894073135275
6,1000,50,0.25,9,24.229134557737243
7,1000,50,0.25,12,19.307490655423496
8,1000,50,0.25,15,13.310067404274092
9,1000,50,0.25,20,2.3153687054692598
10,1000,50,0.25,40,-48.30833467733754
11,1000,50,0.25,80,-164.78461104949358
12,1000,50,0.25,1000,-3177.1034611052855
13,1000,50,0.25,Optimal,34.16087262125272
14,1000,50,0.25,Dynamic,28.598921331070436
0,1000,50,0.5,1,29.736712114579127
1,1000,50,0.5,2,38.042916563311756
2,1000,50,0.5,3,41.377137415223835
3,1000,50,0.5,4,40.32988135466315
4,1000,50,0.5,5,39.49665099142756
5,1000,50,0.5,7,36.30966521639443
6,1000,50,0.5,9,31.96522401212675
7,1000,50,0.5,12,24.408643859834974
8,1000,50,0.5,15,16.60747631782195
9,1000,50,0.5,20,2.857004491577091
10,1000,50,0.5,40,-56.125220979364265
11,1000,50,0.5,80,-180.9526989674036
12,1000,50,0.5,1000,-3139.17638054646
13,1000,50,0.5,Optimal,46.16288692685239
14,1000,50,0.5,Dynamic,40.267104069078684
0,1000,50,0.7,1,47.0499120935276
1,1000,50,0.7,2,50.32427559880423
2,1000,50,0.7,3,49.56478364131919
3,1000,50,0.7,4,48.17942698689386
4,1000,50,0.7,5,46.097912330562494
5,1000,50,0.7,7,41.282012166169494
6,1000,50,0.7,9,35.63693935189496
7,1000,50,0.7,12,27.735861156753426
8,1000,50,0.7,15,18.619296499496766
9,1000,50,0.7,20,3.152978322375645
10,1000,50,0.7,40,-60.9799900177656
11,1000,50,0.7,80,-191.85327726583478
12,1000,50,0.7,1000,-3209.083345701964
13,1000,50,0.7,Optimal,54.5854275169952
14,1000,50,0.7,Dynamic,50.00430284495046
0,1000,50,0.8,1,54.85248522674815
1,1000,50,0.8,2,56.24508626935146
2,1000,50,0.8,3,54.610767716712054
3,1000,50,0.8,4,52.12258496699506
4,1000,50,0.8,5,49.75648563364845
5,1000,50,0.8,7,43.85418837865852
6,1000,50,0.8,9,38.15281024821533
7,1000,50,0.8,12,28.991224004317395
8,1000,50,0.8,15,19.463122129747607
9,1000,50,0.8,20,3.2605655177796407
10,1000,50,0.8,40,-62.571771619304016
11,1000,50,0.8,80,-195.34721622986987
12,1000,50,0.8,1000,-3243.182172645124
13,1000,50,0.8,Optimal,59.4080943049203
14,1000,50,0.8,Dynamic,56.330023421993964
0,1000,50,0.85,1,56.77680698996839
1,1000,50,0.85,2,58.15358500717911
2,1000,50,0.85,3,56.54544785580885
3,1000,50,0.85,4,54.39199342308302
4,1000,50,0.85,5,51.79506102197897
5,1000,50,0.85,7,45.50715218966795
6,1000,50,0.85,9,39.3147862542408
7,1000,50,0.85,12,29.643891479131202
8,1000,50,0.85,15,19.806692256768617
9,1000,50,0.85,20,3.3053369086657396
10,1000,50,0.85,40,-62.9931274991311
11,1000,50,0.85,80,-196.04012046764092
12,1000,50,0.85,1000,-3252.9369142003457
13,1000,50,0.85,Optimal,61.56492861788394
14,1000,50,0.85,Dynamic,58.43300001391698
0,1000,50,0.9,1,57.4218916927966
1,1000,50,0.9,2,58.4608134271925
2,1000,50,0.9,3,56.42599880423373
3,1000,50,0.9,4,53.713130248498445
4,1000,50,0.9,5,50.742526386381215
5,1000,50,0.9,7,44.74354003075072
6,1000,50,0.9,9,38.48627208934491
7,1000,50,0.9,12,29.051807644935252
8,1000,50,0.9,15,19.373041076060495
9,1000,50,0.9,20,3.2353066185874373
10,1000,50,0.9,40,-61.58952091404447
11,1000,50,0.9,80,-191.25619781864586
12,1000,50,0.9,1000,-3173.55623160092
13,1000,50,0.9,Optimal,60.955020029375994
14,1000,50,0.9,Dynamic,58.40010959297978
0,1000,50,0.95,1,61.2573691504821
1,1000,50,0.95,2,60.37067045408703
2,1000,50,0.95,3,57.76892900433605
3,1000,50,0.95,4,54.82465221142168
4,1000,50,0.95,5,51.68843399970875
5,1000,50,0.95,7,45.30150420286369
6,1000,50,0.95,9,38.88183123342926
7,1000,50,0.95,12,29.20530738144662
8,1000,50,0.95,15,19.470204920964417
9,1000,50,0.95,20,3.245034153494069
10,1000,50,0.95,40,-61.65564891638731
11,1000,50,0.95,80,-191.45701505615017
12,1000,50,0.95,1000,-3176.888436270694
13,1000,50,0.95,Optimal,62.900126123121616
14,1000,50,0.95,Dynamic,61.36675576644641
0,1000,50,1.0,1,65.28408138984948
1,1000,50,1.0,2,62.01987732035701
2,1000,50,1.0,3,58.75567325086453
3,1000,50,1.0,4,55.49146918137205
4,1000,50,1.0,5,52.22726511187959
5,1000,50,1.0,7,45.69885697289464
6,1000,50,1.0,9,39.17044883390969
7,1000,50,1.0,12,29.377836625432266
8,1000,50,1.0,15,19.585224416954844
9,1000,50,1.0,20,3.2642040694924743
10,1000,50,1.0,40,-62.01987732035701
11,1000,50,1.0,80,-192.58804010005596
12,1000,50,1.0,1000,-3195.6557840331325
13,1000,50,1.0,Optimal,65.28408138984948
14,1000,50,1.0,Dynamic,65.28408138984948
0,1000,100,0.25,1,8.446879466183635
1,1000,100,0.25,2,12.42932035936835
2,1000,100,0.25,3,12.95741988649018
3,1000,100,0.25,4,12.630608923101244
4,1000,100,0.25,5,11.159497314167563
5,1000,100,0.25,7,8.343901902947186
6,1000,100,0.25,9,4.356347617205039
7,1000,100,0.25,12,-2.33996945305094
8,1000,100,0.25,15,-9.617171104508905
9,1000,100,0.25,20,-22.516696248243033
10,1000,100,0.25,40,-77.87923060344656
11,1000,100,0.25,80,-198.51579639155366
12,1000,100,0.25,1000,-3225.017025564777
13,1000,100,0.25,Optimal,16.2773586448527
14,1000,100,0.25,Dynamic,12.838152245742355
0,1000,100,0.5,1,17.10820407354537
1,1000,100,0.5,2,18.847011813394086
2,1000,100,0.5,3,17.788990634366524
3,1000,100,0.5,4,16.645340721801798
4,1000,100,0.5,5,14.510407859987742
5,1000,100,0.5,7,10.268709530847405
6,1000,100,0.5,9,5.359157447586673
7,1000,100,0.5,12,-2.7514967297627497
8,1000,100,0.5,15,-11.198706147089949
9,1000,100,0.5,20,-25.659463779426684
10,1000,100,0.5,40,-86.69931931153872
11,1000,100,0.5,80,-213.0823916335445
12,1000,100,0.5,1000,-3164.313539270129
13,1000,100,0.5,Optimal,21.267601741685542
14,1000,100,0.5,Dynamic,18.815600952414723
0,1000,100,0.7,1,22.399650366178154
1,1000,100,0.7,2,23.161746859122214
2,1000,100,0.7,3,21.8960576116222
3,1000,100,0.7,4,19.690244784704763
4,1000,100,0.7,5,17.165884974175263
5,1000,100,0.7,7,11.76303659258075
6,1000,100,0.7,9,6.027588888754217
7,1000,100,0.7,12,-3.0805022450494732
8,1000,100,0.7,15,-12.390331317341742
9,1000,100,0.7,20,-28.01763038595477
10,1000,100,0.7,40,-91.54655261037713
11,1000,100,0.7,80,-221.03126263478862
12,1000,100,0.7,1000,-3187.19265521113
13,1000,100,0.7,Optimal,25.457827402417447
14,1000,100,0.7,Dynamic,22.91340979488453
0,1000,100,0.8,1,25.905332847800146
1,1000,100,0.8,2,25.580427902845695
2,1000,100,0.8,3,23.722417697916605
3,1000,100,0.8,4,21.119336208136144
4,1000,100,0.8,5,18.271353426263655
5,1000,100,0.8,7,12.362078790358735
6,1000,100,0.8,9,6.274992836873114
7,1000,100,0.8,12,-3.159720696920912
8,1000,100,0.8,15,-12.74285050442167
9,1000,100,0.8,20,-28.84992356684053
10,1000,100,0.8,40,-93.633793590337
11,1000,100,0.8,80,-223.2560835048541
12,1000,100,0.8,1000,-3207.9495767549156
13,1000,100,0.8,Optimal,27.852393635060512
14,1000,100,0.8,Dynamic,25.940582347463376
0,1000,100,0.85,1,27.357322854292985
1,1000,100,0.85,2,25.997257634763887
2,1000,100,0.85,3,23.794427153399564
3,1000,100,0.85,4,21.043084714692885
4,1000,100,0.85,5,18.283290154434177
5,1000,100,0.85,7,12.367995469505708
6,1000,100,0.85,9,6.234090249565346
7,1000,100,0.85,12,-3.14456018631695
8,1000,100,0.85,15,-12.581760054266777
9,1000,100,0.85,20,-28.431752454442467
10,1000,100,0.85,40,-92.42736329677302
11,1000,100,0.85,80,-220.2573097843041
12,1000,100,0.85,1000,-3157.131065854273
13,1000,100,0.85,Optimal,28.397664919362047
14,1000,100,0.85,Dynamic,27.136153091598285
0,1000,100,0.9,1,28.622257343151723
1,1000,100,0.9,2,27.38341254600924
2,1000,100,0.9,3,24.74170851845931
3,1000,100,0.9,4,21.822169493625992
4,1000,100,0.9,5,18.83970015077062
5,1000,100,0.9,7,12.631096928580956
6,1000,100,0.9,9,6.319606579056446
7,1000,100,0.9,12,-3.182999286178585
8,1000,100,0.9,15,-12.779601141509104
9,1000,100,0.9,20,-28.812993507199916
10,1000,100,0.9,40,-93.25689731018086
11,1000,100,0.9,80,-221.88872157570142
12,1000,100,0.9,1000,-3180.4050092517205
13,1000,100,0.9,Optimal,29.50347414615442
14,1000,100,0.9,Dynamic,28.60813797600329
0,1000,100,0.95,1,30.023730555857902
